index,num_samples,indices,type
1729,2,"[7598, 3718]",random
1730,2,"[7468, 3796]",half_random
1731,2,"[7444, 7849]",sim_dissim
1732,2,"[971, 3406]",random
1733,2,"[5998, 8172]",half_random
1734,2,"[4927, 3613]",sim_dissim
1735,2,"[6791, 3580]",random
1736,2,"[961, 2144]",half_random
1737,2,"[4255, 5687]",sim_dissim
1738,2,"[3518, 7735]",random
1739,2,"[6921, 6811]",half_random
1740,2,"[3111, 959]",sim_dissim
1741,2,"[6633, 3046]",random
1742,2,"[7328, 454]",half_random
1743,2,"[2945, 7664]",sim_dissim
1744,2,"[7536, 3481]",random
1745,2,"[384, 6445]",half_random
1746,2,"[7444, 7745]",sim_dissim
1747,2,"[5987, 7378]",random
1748,2,"[6530, 7394]",half_random
1749,2,"[8212, 5036]",sim_dissim
1750,2,"[3664, 5619]",random
1751,2,"[3160, 4108]",half_random
1752,2,"[4255, 6592]",sim_dissim
1753,2,"[97, 5471]",random
1754,2,"[2456, 4298]",half_random
1755,2,"[1758, 6037]",sim_dissim
1756,2,"[6371, 4166]",random
1757,2,"[4448, 2058]",half_random
1758,2,"[181, 6014]",sim_dissim
1759,2,"[4670, 5462]",random
1760,2,"[3425, 5601]",half_random
1761,2,"[7867, 5447]",sim_dissim
1762,2,"[6811, 4856]",random
1763,2,"[6341, 747]",half_random
1764,2,"[3613, 5603]",sim_dissim
1765,2,"[8330, 4228]",random
1766,2,"[218, 874]",half_random
1767,2,"[181, 2716]",sim_dissim
1768,2,"[7016, 766]",random
1769,2,"[7557, 4618]",half_random
1770,2,"[1883, 7444]",sim_dissim
1771,2,"[7011, 459]",random
1772,2,"[3553, 7158]",half_random
1773,2,"[3181, 669]",sim_dissim
1774,2,"[6089, 5590]",random
1775,2,"[4880, 6088]",half_random
1776,2,"[4514, 4622]",sim_dissim
1777,2,"[18, 2898]",random
1778,2,"[5229, 7050]",half_random
1779,2,"[5924, 1907]",sim_dissim
1780,2,"[5953, 904]",random
1781,2,"[7622, 445]",half_random
1782,2,"[7222, 3715]",sim_dissim
1783,2,"[910, 2159]",random
1784,2,"[1599, 2738]",half_random
1785,2,"[2087, 181]",sim_dissim
1786,2,"[6995, 6630]",random
1787,2,"[2669, 6088]",half_random
1788,2,"[2156, 7091]",sim_dissim
1789,2,"[7869, 5374]",random
1790,2,"[1698, 6551]",half_random
1791,2,"[7089, 7664]",sim_dissim
1792,2,"[8181, 4248]",random
1793,2,"[4499, 81]",half_random
1794,2,"[3791, 3318]",sim_dissim
1795,2,"[7855, 4312]",random
1796,2,"[5883, 2241]",half_random
1797,2,"[8088, 4255]",sim_dissim
1798,2,"[5589, 5105]",random
1799,2,"[4450, 4288]",half_random
1800,2,"[2945, 2716]",sim_dissim
1801,2,"[2325, 3378]",random
1802,2,"[4676, 8246]",half_random
1803,2,"[5326, 1883]",sim_dissim
1804,2,"[3503, 5112]",random
1805,2,"[7421, 2542]",half_random
1806,2,"[5502, 5260]",sim_dissim
1807,2,"[1776, 5307]",random
1808,2,"[3776, 5839]",half_random
1809,2,"[4252, 4921]",sim_dissim
1810,2,"[6031, 972]",random
1811,2,"[5025, 4781]",half_random
1812,2,"[8325, 4146]",sim_dissim
1813,2,"[5727, 6355]",random
1814,2,"[7774, 2424]",half_random
1815,2,"[5640, 827]",sim_dissim
1816,2,"[211, 3245]",random
1817,2,"[442, 2283]",half_random
1818,2,"[2752, 1547]",sim_dissim
1819,2,"[8354, 2434]",random
1820,2,"[1247, 3448]",half_random
1821,2,"[5502, 896]",sim_dissim
1822,2,"[3053, 6920]",random
1823,2,"[875, 6626]",half_random
1824,2,"[3318, 3791]",sim_dissim
1825,2,"[4333, 6654]",random
1826,2,"[5904, 3691]",half_random
1827,2,"[297, 3318]",sim_dissim
1828,2,"[8130, 6703]",random
1829,2,"[8204, 4517]",half_random
1830,2,"[5326, 8181]",sim_dissim
1831,2,"[5260, 7377]",random
1832,2,"[7060, 5841]",half_random
1833,2,"[8212, 1150]",sim_dissim
1834,2,"[6603, 6170]",random
1835,2,"[2769, 2500]",half_random
1836,2,"[3715, 5450]",sim_dissim
1837,2,"[8176, 1482]",random
1838,2,"[7525, 1006]",half_random
1839,2,"[4278, 959]",sim_dissim
1840,2,"[4737, 2249]",random
1841,2,"[1970, 1365]",half_random
1842,2,"[6976, 5173]",sim_dissim
1843,2,"[6025, 7961]",random
1844,2,"[334, 2380]",half_random
1845,2,"[8212, 657]",sim_dissim
1846,2,"[6574, 7919]",random
1847,2,"[4034, 4177]",half_random
1848,2,"[7444, 7091]",sim_dissim
1849,2,"[8128, 1570]",random
1850,2,"[578, 7491]",half_random
1851,2,"[4222, 959]",sim_dissim
1852,2,"[782, 2976]",random
1853,2,"[7493, 3552]",half_random
1854,2,"[1443, 7444]",sim_dissim
1855,2,"[2489, 1851]",random
1856,2,"[4045, 7326]",half_random
1857,2,"[7091, 7444]",sim_dissim
1858,2,"[2046, 7682]",random
1859,2,"[8144, 3328]",half_random
1860,2,"[5139, 4083]",sim_dissim
1861,2,"[3264, 2168]",random
1862,2,"[7822, 6152]",half_random
1863,2,"[2792, 8212]",sim_dissim
1864,2,"[4384, 6816]",random
1865,2,"[7314, 3782]",half_random
1866,2,"[3325, 5335]",sim_dissim
1867,2,"[2714, 4358]",random
1868,2,"[8051, 1196]",half_random
1869,2,"[1060, 3625]",sim_dissim
1870,2,"[5329, 564]",random
1871,2,"[5695, 3031]",half_random
1872,2,"[5745, 2087]",sim_dissim
1873,2,"[4575, 7048]",random
1874,2,"[5487, 6495]",half_random
1875,2,"[3528, 5502]",sim_dissim
1876,2,"[6112, 2824]",random
1877,2,"[741, 543]",half_random
1878,2,"[3813, 1758]",sim_dissim
1879,2,"[4741, 600]",random
1880,2,"[6977, 8232]",half_random
1881,2,"[3470, 3318]",sim_dissim
1882,2,"[3834, 5351]",random
1883,2,"[5906, 3666]",half_random
1884,2,"[2156, 2879]",sim_dissim
1885,2,"[4536, 49]",random
1886,2,"[6416, 922]",half_random
1887,2,"[2156, 8132]",sim_dissim
1888,2,"[2450, 6674]",random
1889,2,"[5140, 4500]",half_random
1890,2,"[1892, 3613]",sim_dissim
1891,2,"[3372, 6992]",random
1892,2,"[4038, 560]",half_random
1893,2,"[3325, 4207]",sim_dissim
1894,2,"[6334, 3313]",random
1895,2,"[2498, 7883]",half_random
1896,2,"[7444, 306]",sim_dissim
1897,2,"[4693, 7427]",random
1898,2,"[1195, 8044]",half_random
1899,2,"[5335, 4921]",sim_dissim
1900,2,"[4559, 4646]",random
1901,2,"[2584, 1413]",half_random
1902,2,"[3026, 5502]",sim_dissim
1903,2,"[7691, 5477]",random
1904,2,"[1218, 7511]",half_random
1905,2,"[762, 3715]",sim_dissim
1906,2,"[1660, 980]",random
1907,2,"[5692, 2740]",half_random
1908,2,"[5447, 7752]",sim_dissim
1909,2,"[2473, 5703]",random
1910,2,"[2128, 995]",half_random
1911,2,"[5728, 463]",sim_dissim
1912,2,"[8085, 2806]",random
1913,2,"[1077, 5383]",half_random
1914,2,"[340, 8267]",sim_dissim
1915,2,"[7647, 1651]",random
1916,2,"[4783, 4118]",half_random
1917,2,"[1150, 8212]",sim_dissim
1918,2,"[5896, 4969]",random
1919,2,"[2436, 4808]",half_random
1920,2,"[2156, 1592]",sim_dissim
1921,2,"[41, 2668]",random
1922,2,"[6682, 3709]",half_random
1923,2,"[5302, 3542]",sim_dissim
1924,2,"[1145, 5778]",random
1925,2,"[5035, 7465]",half_random
1926,2,"[7346, 959]",sim_dissim
1927,2,"[6582, 2592]",random
1928,2,"[4696, 6787]",half_random
1929,2,"[7089, 7640]",sim_dissim
1930,2,"[7140, 2380]",random
1931,2,"[7575, 1864]",half_random
1932,2,"[181, 7087]",sim_dissim
1933,2,"[7582, 159]",random
1934,2,"[5389, 7034]",half_random
1935,2,"[4029, 959]",sim_dissim
1936,2,"[6525, 5005]",random
1937,2,"[7705, 3365]",half_random
1938,2,"[3768, 3325]",sim_dissim
1939,2,"[5576, 6591]",random
1940,2,"[2027, 3099]",half_random
1941,2,"[3110, 3376]",sim_dissim
1942,2,"[1138, 3950]",random
1943,2,"[4349, 7138]",half_random
1944,2,"[2156, 2451]",sim_dissim
1945,2,"[5627, 2022]",random
1946,2,"[6423, 2420]",half_random
1947,2,"[5326, 2003]",sim_dissim
1948,2,"[4809, 8060]",random
1949,2,"[5622, 8158]",half_random
1950,2,"[7444, 1250]",sim_dissim
1951,2,"[1860, 6480]",random
1952,2,"[1968, 6870]",half_random
1953,2,"[7444, 6804]",sim_dissim
1954,2,"[369, 5685]",random
1955,2,"[3149, 4391]",half_random
1956,2,"[7980, 2156]",sim_dissim
1957,2,"[7487, 395]",random
1958,2,"[753, 8330]",half_random
1959,2,"[5883, 5602]",sim_dissim
1960,2,"[7097, 6300]",random
1961,2,"[4928, 3706]",half_random
1962,2,"[2716, 7444]",sim_dissim
1963,2,"[5005, 5557]",random
1964,2,"[1065, 4404]",half_random
1965,2,"[1127, 3342]",sim_dissim
1966,2,"[2998, 6930]",random
1967,2,"[4974, 4133]",half_random
1968,2,"[181, 6418]",sim_dissim
1969,2,"[3735, 1410]",random
1970,2,"[3350, 656]",half_random
1971,2,"[7441, 6619]",sim_dissim
1972,2,"[1329, 3075]",random
1973,2,"[5607, 1598]",half_random
1974,2,"[7444, 4222]",sim_dissim
1975,2,"[4080, 5728]",random
1976,2,"[4072, 6559]",half_random
1977,2,"[4029, 5326]",sim_dissim
1978,2,"[188, 2055]",random
1979,2,"[1088, 446]",half_random
1980,2,"[669, 8227]",sim_dissim
1981,2,"[7576, 4850]",random
1982,2,"[476, 2066]",half_random
1983,2,"[5898, 5745]",sim_dissim
1984,2,"[5080, 8239]",random
1985,2,"[5418, 8120]",half_random
1986,2,"[4921, 2149]",sim_dissim
1987,2,"[3803, 5140]",random
1988,2,"[6717, 7372]",half_random
1989,2,"[8148, 340]",sim_dissim
1990,2,"[5102, 1219]",random
1991,2,"[6960, 8391]",half_random
1992,2,"[6302, 4712]",sim_dissim
1993,2,"[1419, 6159]",random
1994,2,"[5096, 7831]",half_random
1995,2,"[8212, 8142]",sim_dissim
1996,2,"[1956, 3216]",random
1997,2,"[1117, 5498]",half_random
1998,2,"[4278, 3325]",sim_dissim
1999,2,"[7025, 1270]",random
2000,2,"[1579, 1501]",half_random
2001,2,"[463, 2013]",sim_dissim
2002,2,"[7456, 6667]",random
2003,2,"[4280, 7744]",half_random
2004,2,"[3598, 5883]",sim_dissim
2005,2,"[7669, 5136]",random
2006,2,"[7034, 7633]",half_random
2007,2,"[3850, 1060]",sim_dissim
2008,2,"[3162, 7441]",random
2009,2,"[448, 5935]",half_random
2010,2,"[7603, 4146]",sim_dissim
2011,2,"[2983, 5007]",random
2012,2,"[8246, 830]",half_random
2013,2,"[5067, 3325]",sim_dissim
2014,2,"[6496, 1963]",random
2015,2,"[987, 2421]",half_random
2016,2,"[5502, 896]",sim_dissim
2017,2,"[6028, 6319]",random
2018,2,"[4913, 50]",half_random
2019,2,"[5818, 4514]",sim_dissim
2020,2,"[5558, 1740]",random
2021,2,"[4542, 3468]",half_random
2022,2,"[693, 3715]",sim_dissim
2023,2,"[5527, 4970]",random
2024,2,"[3727, 2221]",half_random
2025,2,"[6302, 2156]",sim_dissim
2026,2,"[5775, 3368]",random
2027,2,"[2732, 3512]",half_random
2028,2,"[2008, 5173]",sim_dissim
2029,2,"[2165, 8397]",random
2030,2,"[4649, 4897]",half_random
2031,2,"[3715, 7980]",sim_dissim
2032,2,"[6351, 1943]",random
2033,2,"[6659, 5958]",half_random
2034,2,"[8150, 4254]",sim_dissim
2035,2,"[6679, 2875]",random
2036,2,"[5237, 7992]",half_random
2037,2,"[7444, 5450]",sim_dissim
2038,2,"[6832, 769]",random
2039,2,"[1759, 4020]",half_random
2040,2,"[7975, 4514]",sim_dissim
2041,2,"[1879, 3155]",random
2042,2,"[5177, 1379]",half_random
2043,2,"[4222, 2156]",sim_dissim
2044,2,"[6035, 8183]",random
2045,2,"[8039, 647]",half_random
2046,2,"[4146, 7110]",sim_dissim
2047,2,"[1699, 7211]",random
2048,2,"[2424, 7581]",half_random
2049,2,"[5447, 680]",sim_dissim
2050,2,"[5230, 1450]",random
2051,2,"[3056, 386]",half_random
2052,2,"[5326, 7808]",sim_dissim
2053,2,"[2343, 6636]",random
2054,2,"[5782, 2999]",half_random
2055,2,"[5139, 5840]",sim_dissim
2056,2,"[4394, 130]",random
2057,2,"[7810, 830]",half_random
2058,2,"[3093, 4931]",sim_dissim
2059,2,"[2964, 8181]",random
2060,2,"[1917, 3902]",half_random
2061,2,"[2156, 6037]",sim_dissim
2062,2,"[2231, 1494]",random
2063,2,"[4293, 6006]",half_random
2064,2,"[6660, 4921]",sim_dissim
2065,2,"[2888, 8045]",random
2066,2,"[1971, 6811]",half_random
2067,2,"[4730, 543]",sim_dissim
2068,2,"[5897, 3769]",random
2069,2,"[5603, 4783]",half_random
2070,2,"[8135, 7444]",sim_dissim
2071,2,"[5778, 3910]",random
2072,2,"[4092, 415]",half_random
2073,2,"[626, 5745]",sim_dissim
2074,2,"[5389, 6706]",random
2075,2,"[5748, 3279]",half_random
2076,2,"[5036, 5139]",sim_dissim
2077,2,"[4395, 4561]",random
2078,2,"[232, 5952]",half_random
2079,2,"[2752, 1547]",sim_dissim
2080,2,"[3403, 5742]",random
2081,2,"[639, 4661]",half_random
2082,2,"[1250, 7444]",sim_dissim
2083,2,"[1858, 7600]",random
2084,2,"[2294, 8210]",half_random
2085,2,"[5173, 364]",sim_dissim
2086,2,"[2003, 6260]",random
2087,2,"[3593, 7409]",half_random
2088,2,"[4514, 6970]",sim_dissim
2089,2,"[7083, 2113]",random
2090,2,"[1316, 4947]",half_random
2091,2,"[5863, 5326]",sim_dissim
2092,2,"[5202, 56]",random
2093,2,"[8140, 7884]",half_random
2094,2,"[220, 7444]",sim_dissim
2095,2,"[4192, 7625]",random
2096,2,"[8218, 7389]",half_random
2097,2,"[564, 4255]",sim_dissim
2098,2,"[3397, 1882]",random
2099,2,"[1092, 8301]",half_random
2100,3,"[3791, 1892, 3613]",sim_dissim
2101,3,"[4262, 2943, 3333]",random
2102,3,"[8296, 3881, 2332]",half_random
2103,3,"[1866, 2759, 181]",sim_dissim
2104,3,"[3232, 4936, 848]",random
2105,3,"[5199, 4864, 3070]",half_random
2106,3,"[5936, 2783, 2003]",sim_dissim
2107,3,"[8145, 5191, 2915]",random
2108,3,"[4240, 5494, 1563]",half_random
2109,3,"[1547, 5447, 7222]",sim_dissim
2110,3,"[3816, 1515, 4845]",random
2111,3,"[8320, 1828, 4888]",half_random
2112,3,"[4278, 2561, 3325]",sim_dissim
2113,3,"[7274, 3229, 1672]",random
2114,3,"[6798, 2043, 8146]",half_random
2115,3,"[6389, 2783, 5036]",sim_dissim
2116,3,"[1136, 7589, 7225]",random
2117,3,"[7112, 6142, 4551]",half_random
2118,3,"[7664, 7640, 2156]",sim_dissim
2119,3,"[3398, 844, 5872]",random
2120,3,"[2211, 1837, 508]",half_random
2121,3,"[680, 959, 5630]",sim_dissim
2122,3,"[3058, 4754, 4730]",random
2123,3,"[171, 3780, 2923]",half_random
2124,3,"[8325, 4252, 4255]",sim_dissim
2125,3,"[8319, 6634, 2414]",random
2126,3,"[5040, 2763, 5710]",half_random
2127,3,"[1547, 7750, 959]",sim_dissim
2128,3,"[3953, 5389, 8129]",random
2129,3,"[2409, 7367, 1411]",half_random
2130,3,"[7444, 2521, 2842]",sim_dissim
2131,3,"[666, 1367, 2917]",random
2132,3,"[3594, 2652, 2679]",half_random
2133,3,"[4467, 959, 2842]",sim_dissim
2134,3,"[6634, 7336, 7977]",random
2135,3,"[5417, 6351, 4975]",half_random
2136,3,"[209, 2783, 6389]",sim_dissim
2137,3,"[6185, 1998, 5628]",random
2138,3,"[7988, 3466, 6314]",half_random
2139,3,"[7622, 2156, 5863]",sim_dissim
2140,3,"[539, 7960, 7472]",random
2141,3,"[454, 4659, 6646]",half_random
2142,3,"[4921, 2149, 1866]",sim_dissim
2143,3,"[714, 5559, 7914]",random
2144,3,"[1944, 2628, 5888]",half_random
2145,3,"[8026, 2521, 5502]",sim_dissim
2146,3,"[239, 293, 5636]",random
2147,3,"[4714, 7775, 7310]",half_random
2148,3,"[5968, 2013, 2270]",sim_dissim
2149,3,"[1154, 8237, 8053]",random
2150,3,"[7806, 1496, 5023]",half_random
2151,3,"[3470, 186, 669]",sim_dissim
2152,3,"[7723, 2957, 4094]",random
2153,3,"[6842, 1938, 7687]",half_random
2154,3,"[2156, 4899, 6037]",sim_dissim
2155,3,"[2584, 91, 0]",random
2156,3,"[6439, 6929, 7327]",half_random
2157,3,"[5640, 6660, 2759]",sim_dissim
2158,3,"[8045, 6425, 4067]",random
2159,3,"[4316, 6513, 76]",half_random
2160,3,"[6378, 3382, 4514]",sim_dissim
2161,3,"[1594, 3503, 7495]",random
2162,3,"[3701, 3337, 8062]",half_random
2163,3,"[4514, 3110, 243]",sim_dissim
2164,3,"[3589, 5311, 2034]",random
2165,3,"[7312, 6506, 6808]",half_random
2166,3,"[4874, 3554, 8393]",sim_dissim
2167,3,"[7250, 580, 1558]",random
2168,3,"[2008, 2459, 937]",half_random
2169,3,"[4463, 243, 4874]",sim_dissim
2170,3,"[1594, 2718, 161]",random
2171,3,"[418, 2312, 8238]",half_random
2172,3,"[4255, 8132, 5282]",sim_dissim
2173,3,"[6076, 3724, 6181]",random
2174,3,"[1980, 765, 146]",half_random
2175,3,"[7243, 3613, 2087]",sim_dissim
2176,3,"[6681, 6797, 4244]",random
2177,3,"[5918, 3940, 5318]",half_random
2178,3,"[7808, 4514, 3382]",sim_dissim
2179,3,"[609, 4621, 3996]",random
2180,3,"[2384, 7609, 1643]",half_random
2181,3,"[5687, 5502, 3026]",sim_dissim
2182,3,"[2098, 6260, 289]",random
2183,3,"[3919, 6238, 2853]",half_random
2184,3,"[5326, 8009, 7752]",sim_dissim
2185,3,"[5348, 6190, 364]",random
2186,3,"[7796, 1039, 4420]",half_random
2187,3,"[3428, 7444, 4899]",sim_dissim
2188,3,"[8269, 962, 2019]",random
2189,3,"[126, 2762, 6344]",half_random
2190,3,"[7218, 2619, 626]",sim_dissim
2191,3,"[8232, 361, 4958]",random
2192,3,"[5054, 5840, 6784]",half_random
2193,3,"[4921, 5886, 4222]",sim_dissim
2194,3,"[5821, 5249, 2872]",random
2195,3,"[514, 633, 3022]",half_random
2196,3,"[4255, 2656, 3026]",sim_dissim
2197,3,"[2694, 8340, 4743]",random
2198,3,"[7576, 5064, 6840]",half_random
2199,3,"[4736, 3116, 7444]",sim_dissim
2200,3,"[2135, 7640, 335]",random
2201,3,"[6968, 5995, 3713]",half_random
2202,3,"[243, 4463, 4514]",sim_dissim
2203,3,"[4611, 2948, 2744]",random
2204,3,"[2336, 6998, 7360]",half_random
2205,3,"[1062, 3715, 7715]",sim_dissim
2206,3,"[6963, 2234, 4600]",random
2207,3,"[5181, 3853, 6]",half_random
2208,3,"[4146, 7975, 3838]",sim_dissim
2209,3,"[2724, 6116, 538]",random
2210,3,"[3296, 6962, 7719]",half_random
2211,3,"[4463, 3376, 4222]",sim_dissim
2212,3,"[3498, 5467, 2740]",random
2213,3,"[810, 1659, 4452]",half_random
2214,3,"[8026, 5502, 4278]",sim_dissim
2215,3,"[913, 4123, 1627]",random
2216,3,"[1461, 267, 4840]",half_random
2217,3,"[237, 4029, 959]",sim_dissim
2218,3,"[414, 3110, 1869]",random
2219,3,"[7902, 112, 847]",half_random
2220,3,"[6528, 5502, 3791]",sim_dissim
2221,3,"[6971, 3118, 6739]",random
2222,3,"[5236, 829, 7000]",half_random
2223,3,"[7110, 2270, 563]",sim_dissim
2224,3,"[856, 6158, 1971]",random
2225,3,"[3266, 1613, 7647]",half_random
2226,3,"[594, 7503, 3898]",sim_dissim
2227,3,"[6348, 901, 6520]",random
2228,3,"[8306, 5734, 3046]",half_random
2229,3,"[2792, 209, 2783]",sim_dissim
2230,3,"[4282, 2865, 5581]",random
2231,3,"[2116, 5096, 4534]",half_random
2232,3,"[3554, 7444, 8393]",sim_dissim
2233,3,"[6493, 5381, 3656]",random
2234,3,"[5179, 4491, 2046]",half_random
2235,3,"[5503, 4255, 1792]",sim_dissim
2236,3,"[3794, 8155, 3372]",random
2237,3,"[287, 10, 6159]",half_random
2238,3,"[2752, 7503, 594]",sim_dissim
2239,3,"[8364, 1898, 1836]",random
2240,3,"[4640, 183, 6545]",half_random
2241,3,"[1792, 306, 2156]",sim_dissim
2242,3,"[802, 321, 3906]",random
2243,3,"[4876, 1186, 1335]",half_random
2244,3,"[6014, 3715, 2716]",sim_dissim
2245,3,"[781, 4854, 3402]",random
2246,3,"[7804, 8192, 1844]",half_random
2247,3,"[4255, 2759, 6660]",sim_dissim
2248,3,"[5076, 5478, 2555]",random
2249,3,"[481, 6218, 6877]",half_random
2250,3,"[680, 959, 7356]",sim_dissim
2251,3,"[3552, 7898, 7372]",random
2252,3,"[7390, 6551, 1833]",half_random
2253,3,"[1443, 7349, 4921]",sim_dissim
2254,3,"[2712, 4579, 4792]",random
2255,3,"[2781, 2035, 4271]",half_random
2256,3,"[7444, 3987, 1866]",sim_dissim
2257,3,"[1882, 3685, 2463]",random
2258,3,"[1122, 5764, 1260]",half_random
2259,3,"[5503, 1792, 181]",sim_dissim
2260,3,"[2228, 720, 3389]",random
2261,3,"[3681, 7228, 6563]",half_random
2262,3,"[1907, 7920, 5023]",sim_dissim
2263,3,"[3342, 5536, 4851]",random
2264,3,"[4776, 2728, 5243]",half_random
2265,3,"[1043, 3542, 7218]",sim_dissim
2266,3,"[5809, 7848, 4883]",random
2267,3,"[1051, 5713, 964]",half_random
2268,3,"[3571, 3715, 2123]",sim_dissim
2269,3,"[5035, 5560, 204]",random
2270,3,"[4452, 8390, 1442]",half_random
2271,3,"[4336, 6265, 2656]",sim_dissim
2272,3,"[1698, 5821, 3173]",random
2273,3,"[6425, 6177, 2511]",half_random
2274,3,"[7444, 8026, 4278]",sim_dissim
2275,3,"[114, 2902, 5896]",random
2276,3,"[3824, 1578, 2592]",half_random
2277,3,"[5302, 5602, 6548]",sim_dissim
2278,3,"[4642, 4446, 6369]",random
2279,3,"[4654, 4064, 4091]",half_random
2280,3,"[5555, 5687, 6663]",sim_dissim
2281,3,"[2161, 1435, 504]",random
2282,3,"[3681, 1714, 6703]",half_random
2283,3,"[181, 4736, 3116]",sim_dissim
2284,3,"[5615, 2311, 5637]",random
2285,3,"[914, 7342, 5349]",half_random
2286,3,"[2087, 7243, 2619]",sim_dissim
2287,3,"[7672, 2667, 4112]",random
2288,3,"[1577, 745, 7643]",half_random
2289,3,"[1737, 7218, 626]",sim_dissim
2290,3,"[2833, 4163, 3338]",random
2291,3,"[2016, 156, 2959]",half_random
2292,3,"[276, 1923, 5502]",sim_dissim
2293,3,"[6901, 523, 5306]",random
2294,3,"[3274, 7460, 4063]",half_random
2295,3,"[7444, 7629, 4222]",sim_dissim
2296,3,"[754, 6214, 3261]",random
2297,3,"[8163, 7475, 5753]",half_random
2298,3,"[2945, 2716, 4138]",sim_dissim
2299,3,"[8245, 2655, 7734]",random
2300,3,"[3824, 4613, 4506]",half_random
2301,3,"[266, 2477, 959]",sim_dissim
2302,3,"[7328, 1172, 2619]",random
2303,3,"[1145, 7702, 7721]",half_random
2304,3,"[2087, 3613, 626]",sim_dissim
2305,3,"[1573, 2704, 7133]",random
2306,3,"[2321, 248, 6175]",half_random
2307,3,"[5240, 1791, 4712]",sim_dissim
2308,3,"[1294, 6619, 1602]",random
2309,3,"[1560, 1109, 1815]",half_random
2310,3,"[8297, 8212, 6965]",sim_dissim
2311,3,"[1956, 5839, 217]",random
2312,3,"[5851, 4917, 679]",half_random
2313,3,"[5510, 6175, 4146]",sim_dissim
2314,3,"[1555, 7241, 3298]",random
2315,3,"[4032, 1170, 7218]",half_random
2316,3,"[2619, 7218, 1043]",sim_dissim
2317,3,"[8074, 3508, 1894]",random
2318,3,"[6453, 1732, 2778]",half_random
2319,3,"[5728, 7544, 3613]",sim_dissim
2320,3,"[7369, 3875, 7550]",random
2321,3,"[3444, 3638, 3441]",half_random
2322,3,"[7920, 3111, 959]",sim_dissim
2323,3,"[4412, 925, 3832]",random
2324,3,"[7034, 7462, 6276]",half_random
2325,3,"[7715, 896, 959]",sim_dissim
2326,3,"[4756, 3305, 4400]",random
2327,3,"[871, 2462, 1603]",half_random
2328,3,"[5173, 564, 5067]",sim_dissim
2329,3,"[2493, 5197, 7804]",random
2330,3,"[4408, 5880, 723]",half_random
2331,3,"[5282, 5447, 2521]",sim_dissim
2332,3,"[6606, 4960, 7960]",random
2333,3,"[7586, 3339, 1149]",half_random
2334,3,"[3715, 5503, 5543]",sim_dissim
2335,3,"[7492, 3855, 756]",random
2336,3,"[2739, 3805, 5867]",half_random
2337,3,"[7893, 4003, 7441]",sim_dissim
2338,3,"[5388, 3087, 725]",random
2339,3,"[6030, 7253, 3281]",half_random
2340,3,"[1250, 2156, 3110]",sim_dissim
2341,3,"[7741, 2834, 4796]",random
2342,3,"[1378, 7372, 2183]",half_random
2343,3,"[1483, 3914, 6660]",sim_dissim
2344,3,"[2452, 5320, 1542]",random
2345,3,"[7631, 1117, 1598]",half_random
2346,3,"[369, 4514, 2461]",sim_dissim
2347,3,"[7277, 4240, 4626]",random
2348,3,"[7497, 57, 5173]",half_random
2349,3,"[3087, 5173, 5588]",sim_dissim
2350,3,"[3752, 669, 5096]",random
2351,3,"[208, 2070, 7485]",half_random
2352,3,"[4029, 2516, 6378]",sim_dissim
2353,3,"[1270, 477, 5571]",random
2354,3,"[1236, 309, 5048]",half_random
2355,3,"[181, 3026, 276]",sim_dissim
2356,3,"[1508, 1361, 5709]",random
2357,3,"[5188, 4167, 5614]",half_random
2358,3,"[8297, 5139, 8009]",sim_dissim
2359,3,"[6519, 2526, 2726]",random
2360,3,"[3224, 7626, 5184]",half_random
2361,3,"[340, 4927, 1123]",sim_dissim
2362,3,"[1030, 5892, 7298]",random
2363,3,"[4478, 3975, 2802]",half_random
2364,3,"[6175, 5502, 2463]",sim_dissim
2365,3,"[4112, 6163, 5855]",random
2366,3,"[3754, 5179, 3641]",half_random
2367,3,"[463, 1892, 7544]",sim_dissim
2368,3,"[5218, 4773, 4211]",random
2369,3,"[7497, 5372, 6198]",half_random
2370,3,"[3987, 2805, 5326]",sim_dissim
2371,3,"[8318, 1637, 12]",random
2372,3,"[200, 1767, 3942]",half_random
2373,3,"[2156, 7091, 3669]",sim_dissim
2374,3,"[2836, 2970, 4767]",random
2375,3,"[5442, 94, 2897]",half_random
2376,3,"[4467, 4255, 5282]",sim_dissim
2377,3,"[6509, 52, 957]",random
2378,3,"[2904, 4540, 3367]",half_random
2379,3,"[7975, 2156, 2641]",sim_dissim
2380,3,"[7788, 4044, 6781]",random
2381,3,"[1153, 465, 5476]",half_random
2382,3,"[1547, 5447, 7715]",sim_dissim
2383,3,"[7879, 6313, 478]",random
2384,3,"[7561, 2531, 4792]",half_random
2385,3,"[181, 2842, 6374]",sim_dissim
2386,3,"[6799, 7788, 7551]",random
2387,3,"[8237, 557, 5205]",half_random
2388,3,"[4323, 2319, 7444]",sim_dissim
2389,3,"[4854, 5146, 3312]",random
2390,3,"[2902, 995, 5045]",half_random
2391,3,"[5173, 466, 5878]",sim_dissim
2392,3,"[7445, 2028, 3169]",random
2393,3,"[8071, 6747, 7034]",half_random
2394,3,"[2722, 1695, 1892]",sim_dissim
2395,3,"[6667, 315, 6604]",random
2396,3,"[785, 2899, 7764]",half_random
2397,3,"[2783, 5228, 6389]",sim_dissim
2398,3,"[7846, 4121, 6236]",random
2399,3,"[6579, 7689, 2623]",half_random
